Data_Type,Cell_Type,Experimental_Factors,Treatment,Lab,PI,Assembly,Status,GEO_Accession,DCC_Accession,Date_Unrestricted
ChIP-seq,SK-N-SH_RA,Antibody=RevXlinkChromatin Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803526,wgEncodeEH001606,9/1/2011
ChIP-seq,SK-N-SH_RA,Antibody=USF1_(SC-8983) Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803472,wgEncodeEH001621,9/22/2011
ChIP-seq,SK-N-SH_RA,Antibody=YY1_(SC-281) Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803498,wgEncodeEH001615,9/17/2011
ChIP-seq,SK-N-SH_RA,Antibody=p300 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803495,wgEncodeEH001616,9/17/2011
ChIP-seq,SKMC,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH002046,4/28/2012
ChIP-seq,SKMC,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH002173,7/27/2012
ChIP-seq,Spleen_OC,Antibody=CTCF,none,UT-A,Iyer,hg19,released,GSM1006883,wgEncodeEH003464,4/30/2013
ChIP-seq,Spleen_OC,Antibody=Input,none,UT-A,Iyer,hg19,released,GSM1006872,wgEncodeEH003455,4/26/2013
ChIP-seq,T-47D,Antibody=CTCF_(SC-5916) Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803348,wgEncodeEH001656,10/21/2011
ChIP-seq,T-47D,Antibody=ERalpha_a Protocol=sonicator PCR 1-round,BPA_100nM,HudsonAlpha,Myers,hg19,released,GSM1010823,wgEncodeEH002299,6/2/2012
ChIP-seq,T-47D,Antibody=ERalpha_a Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803519,wgEncodeEH001601,8/28/2011
ChIP-seq,T-47D,Antibody=ERalpha_a Protocol=sonicator PCR 1-round,Estradiol_10nM,HudsonAlpha,Myers,hg19,released,GSM803539,wgEncodeEH001577,9/20/2011
ChIP-seq,T-47D,Antibody=ERalpha_a Protocol=sonicator PCR 1-round,Genistein_100nM,HudsonAlpha,Myers,hg19,released,GSM803374,wgEncodeEH001556,9/17/2011
ChIP-seq,T-47D,Antibody=FOXA1_(SC-6553) Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803409,wgEncodeEH001588,8/15/2011
ChIP-seq,T-47D,Antibody=GATA3_(SC-268) Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803514,wgEncodeEH001639,10/11/2011
ChIP-seq,T-47D,Antibody=JunD Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH003321,5/1/2013
ChIP-seq,T-47D,Antibody=RevXlinkChromatin Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010884,wgEncodeEH003431,5/1/2013
ChIP-seq,T-47D,Antibody=RevXlinkChromatin Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803433,wgEncodeEH001631,10/5/2011
ChIP-seq,T-47D,Antibody=p300 Protocol=sonicator PCR 1-round,DMSO_0.02pct,HudsonAlpha,Myers,hg19,released,GSM803522,wgEncodeEH001602,9/11/2011
ChIP-seq,U2OS,Antibody=H3K36me3B Control=UCDavis Input Control,none,USC,Farnham,hg19,released,GSM788076,wgEncodeEH000920,2/15/2011
ChIP-seq,U2OS,Antibody=H3K9me3 Control=UCDavis Input Control,none,USC,Farnham,hg19,released,GSM788078,wgEncodeEH000919,5/16/2011
ChIP-seq,U2OS,Antibody=Input Control=UCDavis Input Control,none,USC,Farnham,hg19,released,GSM788069,wgEncodeEH000916,3/11/2011
ChIP-seq,U2OS,Antibody=KAP1 Control=UCDavis Input Control,none,USC,Farnham,hg19,released,GSM935587,wgEncodeEH001776,5/31/2011
ChIP-seq,U2OS,Antibody=SETDB1 Control=UCDavis Input Control,none,USC,Farnham,hg19,released,,wgEncodeEH001762,3/11/2011
ChIP-seq,U87,Antibody=NRSF Protocol=PCR 2-round,none,HudsonAlpha,Myers,hg18,released,,,4/17/2010
ChIP-seq,U87,Antibody=NRSF Protocol=PCR 2-round,none,HudsonAlpha,Myers,hg19,released,GSM803372,wgEncodeEH001554,9/1/2011
ChIP-seq,U87,Antibody=NRSF Protocol=PCR 2-round Version=V2,none,HudsonAlpha,Myers,hg19,released,GSM803372,wgEncodeEH001554,12/8/2011
ChIP-seq,U87,Antibody=Pol2-4H8 Protocol=biorupter PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803459,wgEncodeEH001674,2/20/2012
ChIP-seq,U87,Antibody=Pol2-4H8 Protocol=biorupter PCR 1-round Version=V2,none,HudsonAlpha,Myers,hg19,released,GSM803459,wgEncodeEH001674,2/23/2012
ChIP-seq,U87,Antibody=RevXlinkChromatin Protocol=PCR 2-round,none,HudsonAlpha,Myers,hg18,released,,,4/17/2010
ChIP-seq,U87,Antibody=RevXlinkChromatin Protocol=PCR 2-round,none,HudsonAlpha,Myers,hg19,released,GSM803375,wgEncodeEH001559,10/21/2011
ChIP-seq,U87,Antibody=RevXlinkChromatin Protocol=PCR 2-round Version=V2,none,HudsonAlpha,Myers,hg19,released,GSM803375,wgEncodeEH001559,12/8/2011
ChIP-seq,U87,Antibody=RevXlinkChromatin Protocol=biorupter PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803491,wgEncodeEH001676,2/23/2012
ChIP-seq,U87,Antibody=RevXlinkChromatin Protocol=biorupter PCR 1-round Version=V2,none,HudsonAlpha,Myers,hg19,released,GSM803491,wgEncodeEH001676,2/23/2012
ChIP-seq,WERI-Rb-1,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg18,released,,,4/2/2010
ChIP-seq,WERI-Rb-1,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,GSM749768,wgEncodeEH000402,4/2/2010
ChIP-seq,WERI-Rb-1,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945263,wgEncodeEH001913,3/24/2012
ChIP-seq,WERI-Rb-1,Antibody=Input,none,UW,Stamatoyannopoulos,hg18,released,,,11/18/2010
ChIP-seq,WERI-Rb-1,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH000475,4/28/2012
ChIP-seq,WI-38,Antibody=CTCF,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH001902,3/24/2012
ChIP-seq,WI-38,Antibody=H3K4me3,4OHTAM_20nM_72hr,UW,Stamatoyannopoulos,hg19,released,GSM945215,wgEncodeEH002047,5/10/2012
ChIP-seq,WI-38,Antibody=H3K4me3,none,UW,Stamatoyannopoulos,hg19,released,GSM945265,wgEncodeEH001914,3/24/2012
ChIP-seq,WI-38,Antibody=Input,4OHTAM_20nM_72hr,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH002048,5/10/2012
ChIP-seq,WI-38,Antibody=Input,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH001903,3/24/2012
Combined,GM12878,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002651,wgEncodeEH001323,10/17/2011
Combined,GM12878,none,none,Broad,Bernstein,hg18,released,,,1/21/2011
Combined,GM12878,none,none,Broad,Bernstein,hg19,released,GSM936082,wgEncodeEH000784,3/16/2011
Combined,GM12891,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002666,wgEncodeEH002253,4/28/2012
Combined,GM12892,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002665,wgEncodeEH002254,4/28/2012
Combined,GM18507,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002664,wgEncodeEH002255,4/28/2012
Combined,GM19239,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002663,wgEncodeEH002256,4/28/2012
Combined,Gliobla,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002662,wgEncodeEH002257,4/28/2012
Combined,H1-hESC,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002655,wgEncodeEH001324,10/17/2011
Combined,H1-hESC,none,none,Broad,Bernstein,hg18,released,,,1/21/2011
Combined,H1-hESC,none,none,Broad,Bernstein,hg19,released,GSM936083,wgEncodeEH000785,3/16/2011
Combined,HMEC,none,none,Broad,Bernstein,hg18,released,,,1/21/2011
Combined,HMEC,none,none,Broad,Bernstein,hg19,released,GSM936084,wgEncodeEH000786,3/16/2011
Combined,HSMM,none,none,Broad,Bernstein,hg18,released,,,1/21/2011
Combined,HSMM,none,none,Broad,Bernstein,hg19,released,GSM936085,wgEncodeEH000787,3/16/2011
Combined,HTR8svn,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002661,wgEncodeEH002258,4/28/2012
Combined,HUVEC,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002656,wgEncodeEH001325,10/17/2011
Combined,HUVEC,none,none,Broad,Bernstein,hg18,released,,,1/21/2011
Combined,HUVEC,none,none,Broad,Bernstein,hg19,released,GSM936089,wgEncodeEH000788,3/16/2011
Combined,HeLa-S3,Composite=wgEncodeOpenChromSynth,IFNa4h,Duke,Crawford,hg19,released,GSM1002660,wgEncodeEH002259,4/28/2012
Combined,HeLa-S3,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002653,wgEncodeEH001326,10/17/2011
Combined,HepG2,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002654,wgEncodeEH001327,10/17/2011
Combined,HepG2,none,none,Broad,Bernstein,hg18,released,,,1/21/2011
Combined,HepG2,none,none,Broad,Bernstein,hg19,released,GSM936090,wgEncodeEH000789,3/16/2011
Combined,K562,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002657,wgEncodeEH001328,10/17/2011
Combined,K562,none,none,Broad,Bernstein,hg18,released,,,1/21/2011
Combined,K562,none,none,Broad,Bernstein,hg19,released,GSM936088,wgEncodeEH000790,3/16/2011
Combined,Medullo,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002667,wgEncodeEH002260,4/28/2012
Combined,NHEK,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002658,wgEncodeEH001329,10/17/2011
Combined,NHEK,none,none,Broad,Bernstein,hg18,released,,,1/21/2011
Combined,NHEK,none,none,Broad,Bernstein,hg19,released,GSM936087,wgEncodeEH000791,3/16/2011
Combined,NHLF,none,none,Broad,Bernstein,hg18,released,,,1/21/2011
Combined,NHLF,none,none,Broad,Bernstein,hg19,released,GSM936086,wgEncodeEH000792,3/16/2011
Combined,PanIslets,Composite=wgEncodeOpenChromSynth,none,Duke,Crawford,hg19,released,GSM1002652,wgEncodeEH002261,4/28/2012
Combined,Urothelia,Composite=wgEncodeOpenChromSynth,UT189,Duke,Crawford,hg19,released,GSM1002659,wgEncodeEH002262,4/28/2012
DNA-PET,GM12878,FragSize=10kb fragments,none,GIS,Ruan,hg18,released,,,8/17/2010
DNA-PET,GM12878,FragSize=10kb fragments,none,GIS,Ruan,hg19,released,GSM714697,wgEncodeEH000242,8/17/2010
DNA-PET,GM12878,FragSize=1kb fragments,none,GIS,Ruan,hg18,released,,,8/17/2010
DNA-PET,GM12878,FragSize=1kb fragments,none,GIS,Ruan,hg19,released,GSM714695,wgEncodeEH000245,8/17/2010
DNA-PET,GM12878,FragSize=5kb fragments,none,GIS,Ruan,hg18,released,,,8/17/2010
DNA-PET,GM12878,FragSize=5kb fragments,none,GIS,Ruan,hg19,released,GSM714692,wgEncodeEH000246,8/17/2010
DNA-PET,K562,FragSize=10kb fragments,none,GIS,Ruan,hg18,released,,,8/17/2010
DNA-PET,K562,FragSize=10kb fragments,none,GIS,Ruan,hg19,released,GSM714698,wgEncodeEH000243,8/17/2010
DNA-PET,K562,FragSize=1kb fragments,none,GIS,Ruan,hg18,released,,,8/17/2010
DNA-PET,K562,FragSize=1kb fragments,none,GIS,Ruan,hg19,released,GSM714693,wgEncodeEH000244,8/17/2010
DNA-PET,K562,FragSize=20kb fragments,none,GIS,Ruan,hg18,released,,,1/5/2011
DNA-PET,K562,FragSize=20kb fragments,none,GIS,Ruan,hg19,released,GSM714696,wgEncodeEH000247,1/5/2011
DNase-DGF,A549,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014517,wgEncodeEH003146,12/27/2012
DNase-DGF,AG10803,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014527,wgEncodeEH002441,6/27/2012
DNase-DGF,AoAF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM849029,wgEncodeEH000841,10/7/2011
DNase-DGF,CD20+_RO01778,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014525,wgEncodeEH002442,6/27/2012
DNase-DGF,CD4+_Naive_Wb11970640,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH003156,4/12/2013
DNase-DGF,GM06990,none,none,UW,Stamatoyannopoulos,hg18,released,,,10/14/2010
DNase-DGF,GM06990,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646568,wgEncodeEH000479,9/21/2011
DNase-DGF,GM12865,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014526,wgEncodeEH002443,6/27/2012
DNase-DGF,H7-hESC,Version=V2,none,UW,Stamatoyannopoulos,hg19,released,GSM646563,wgEncodeEH000834,10/14/2011
DNase-DGF,H7-hESC,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646563,wgEncodeEH000834,4/24/2011
DNase-DGF,HA-h,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014516,wgEncodeEH002452,6/28/2012
DNase-DGF,HA-sp,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014508,wgEncodeEH002459,9/15/2012
DNase-DGF,HAEpiC,Version=V2,none,UW,Stamatoyannopoulos,hg19,released,GSM646560,wgEncodeEH000835,10/14/2011
DNase-DGF,HAEpiC,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646560,wgEncodeEH000835,4/24/2011
DNase-DGF,HCF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014530,wgEncodeEH002444,6/27/2012
DNase-DGF,HCFaa,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014518,wgEncodeEH003147,12/27/2012
DNase-DGF,HCM,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014515,wgEncodeEH002453,6/28/2012
DNase-DGF,HCPEpiC,Version=V2,none,UW,Stamatoyannopoulos,hg19,released,GSM646565,wgEncodeEH000836,10/14/2011
DNase-DGF,HCPEpiC,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646565,wgEncodeEH000836,4/25/2011
DNase-DGF,HEEpiC,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014511,wgEncodeEH002454,6/28/2012
DNase-DGF,HFF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014531,wgEncodeEH002445,6/27/2012
DNase-DGF,HGF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014534,wgEncodeEH003151,12/27/2012
DNase-DGF,HIPEpiC,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014520,wgEncodeEH002446,6/27/2012
DNase-DGF,HMF,Version=V2,none,UW,Stamatoyannopoulos,hg19,released,GSM646561,wgEncodeEH000837,10/14/2011
DNase-DGF,HMF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646561,wgEncodeEH000837,4/25/2011
DNase-DGF,HMVEC-LBl,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH003148,12/27/2012
DNase-DGF,HMVEC-LLy,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014529,wgEncodeEH002447,6/27/2012
DNase-DGF,HMVEC-dBl-Ad,Version=V2,none,UW,Stamatoyannopoulos,hg19,released,GSM646570,wgEncodeEH000838,10/14/2011
DNase-DGF,HMVEC-dBl-Ad,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646570,wgEncodeEH000838,4/25/2011
DNase-DGF,HMVEC-dBl-Neo,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014532,wgEncodeEH002448,6/27/2012
DNase-DGF,HMVEC-dLy-Neo,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014533,wgEncodeEH002449,6/27/2012
DNase-DGF,HPAF,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH000842,10/7/2011
DNase-DGF,HPF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM849028,wgEncodeEH000844,10/7/2011
DNase-DGF,HPdLF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM849030,wgEncodeEH000843,10/7/2011
DNase-DGF,HRCEpiC,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH000845,10/7/2011
DNase-DGF,HSMM,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014514,wgEncodeEH002450,6/27/2012
DNase-DGF,HUVEC,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014528,wgEncodeEH002460,9/15/2012
DNase-DGF,HVMF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014510,wgEncodeEH002455,6/28/2012
DNase-DGF,HepG2,none,none,UW,Stamatoyannopoulos,hg18,released,,,7/2/2010
DNase-DGF,HepG2,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646559,wgEncodeEH000476,7/2/2010
DNase-DGF,K562,,ZNF_knockout_A4.1-C6,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH003152,12/27/2012
DNase-DGF,K562,,ZNF_knockout_P5,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH003153,12/27/2012
DNase-DGF,K562,none,none,UW,Stamatoyannopoulos,hg18,released,,,10/13/2010
DNase-DGF,K562,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646567,wgEncodeEH000480,10/13/2010
DNase-DGF,LHCN-M2,,DIFF_4d,UW,Stamatoyannopoulos,hg19,released,GSM1014539,wgEncodeEH003154,12/27/2012
DNase-DGF,LHCN-M2,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014524,wgEncodeEH003149,12/27/2012
DNase-DGF,M059J,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014538,wgEncodeEH003155,12/27/2012
DNase-DGF,Monocytes-CD14+_RO01746,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH002456,6/28/2012
DNase-DGF,NB4,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014513,wgEncodeEH002451,6/27/2012
DNase-DGF,NH-A,none,none,UW,Stamatoyannopoulos,hg19,released,GSM849026,wgEncodeEH000846,10/7/2011
DNase-DGF,NHDF-Ad,Version=V2,none,UW,Stamatoyannopoulos,hg19,released,GSM646564,wgEncodeEH000839,10/14/2011
DNase-DGF,NHDF-Ad,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646564,wgEncodeEH000839,4/24/2011
DNase-DGF,NHDF-neo,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014512,wgEncodeEH002457,6/28/2012
DNase-DGF,NHLF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014509,wgEncodeEH002458,6/28/2012
DNase-DGF,RPMI-7951,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014535,wgEncodeEH003150,12/27/2012
DNase-DGF,SAEC,none,none,UW,Stamatoyannopoulos,hg19,released,GSM849025,wgEncodeEH000847,10/7/2011
DNase-DGF,SK-N-SH_RA,none,none,UW,Stamatoyannopoulos,hg18,released,,,7/2/2010
DNase-DGF,SK-N-SH_RA,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646566,wgEncodeEH000477,7/2/2010
DNase-DGF,SKMC,Version=V2,none,UW,Stamatoyannopoulos,hg19,released,GSM646562,wgEncodeEH000840,10/14/2011
DNase-DGF,SKMC,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646562,wgEncodeEH000840,4/24/2011
DNase-DGF,T-47D,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014536,wgEncodeEH003157,4/12/2013
DNase-DGF,Th1,none,none,UW,Stamatoyannopoulos,hg18,released,,,7/5/2010
DNase-DGF,Th1,none,none,UW,Stamatoyannopoulos,hg19,released,GSM646569,wgEncodeEH000478,7/5/2010
DNase-DGF,Th17,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014541,wgEncodeEH003158,4/12/2013
DNase-DGF,Th1_Wb33676984,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014540,wgEncodeEH003159,4/12/2013
DNase-DGF,Th2,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH003162,4/12/2013
DNase-DGF,Th2_Wb54553204,none,none,UW,Stamatoyannopoulos,hg19,released,GSM1014522,wgEncodeEH003160,4/12/2013
DNase-DGF,Treg_Wb78495824,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH003161,4/12/2013
DNase-seq,8988T,none,none,Duke,Crawford,hg19,released,GSM816667,wgEncodeEH001103,8/1/2011
DNase-seq,A549,none,none,Duke,Crawford,hg19,released,GSM816649,wgEncodeEH001095,7/15/2011
DNase-seq,A549,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736580,wgEncodeEH001180,10/4/2011
DNase-seq,AG04449,none,none,UW,Stamatoyannopoulos,hg18,released,,,10/7/2010
DNase-seq,AG04449,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736590,wgEncodeEH000505,10/7/2010
DNase-seq,AG04450,none,none,UW,Stamatoyannopoulos,hg18,released,,,10/7/2010
DNase-seq,AG04450,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736514,wgEncodeEH000506,10/7/2010
DNase-seq,AG09309,none,none,UW,Stamatoyannopoulos,hg18,released,,,10/7/2010
DNase-seq,AG09309,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736551,wgEncodeEH000507,10/7/2010
DNase-seq,AG09319,Version=V2,none,UW,Stamatoyannopoulos,hg19,released,GSM736531,wgEncodeEH000508,10/14/2011
DNase-seq,AG09319,none,none,UW,Stamatoyannopoulos,hg18,released,,,10/7/2010
DNase-seq,AG09319,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736531,wgEncodeEH000508,10/7/2010
DNase-seq,AG10803,none,none,UW,Stamatoyannopoulos,hg18,released,,,10/8/2010
DNase-seq,AG10803,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736633,wgEncodeEH000509,10/8/2010
DNase-seq,Adult_CD4_Th0,none,none,Duke,Crawford,hg19,released,GSM1008572,wgEncodeEH002562,11/3/2012
DNase-seq,Adult_CD4_Th1,none,none,Duke,Crawford,hg19,released,GSM1008604,wgEncodeEH002563,11/3/2012
DNase-seq,AoAF,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736505,wgEncodeEH001161,4/23/2011
DNase-seq,AoSMC,,serum_free_media,Duke,Crawford,hg18,released,,,10/8/2010
DNase-seq,AoSMC,,serum_free_media,Duke,Crawford,hg19,released,GSM816638,wgEncodeEH000601,10/8/2010
DNase-seq,BE2_C,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736622,wgEncodeEH001181,10/6/2011
DNase-seq,BJ,none,none,UW,Stamatoyannopoulos,hg18,released,,,1/27/2010
DNase-seq,BJ,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736518,wgEncodeEH000487,1/27/2010
DNase-seq,CD20+_RO01778,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH001884,3/25/2012
DNase-seq,CD20+_RO01794,none,none,Duke,Crawford,hg19,released,GSM1008588,wgEncodeEH003465,1/25/2013
DNase-seq,CD34+_Mobilized,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH001885,3/25/2012
DNase-seq,CD4+_Naive_Wb11970640,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH003027,4/9/2013
DNase-seq,CD4+_Naive_Wb78495824,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH003028,4/9/2013
DNase-seq,CLL,none,none,Duke,Crawford,hg19,released,GSM816664,wgEncodeEH001104,8/1/2011
DNase-seq,CMK,none,none,UW,Stamatoyannopoulos,hg18,released,,,10/7/2010
DNase-seq,CMK,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736607,wgEncodeEH000510,10/7/2010
DNase-seq,Caco-2,none,none,UW,Stamatoyannopoulos,hg18,released,,,1/24/2010
DNase-seq,Caco-2,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736587,wgEncodeEH000486,3/30/2010
DNase-seq,Cerebellum_OC,none,none,Duke,Crawford,hg19,released,GSM1008583,wgEncodeEH003481,4/9/2013
DNase-seq,Cerebrum_frontal_OC,none,none,Duke,Crawford,hg19,released,GSM1008578,wgEncodeEH003480,4/7/2013
DNase-seq,Chorion,none,none,Duke,Crawford,hg18,released,,,9/27/2010
DNase-seq,Chorion,none,none,Duke,Crawford,hg19,released,GSM816628,wgEncodeEH000595,9/27/2010
DNase-seq,Colo829,none,none,Duke,Crawford,hg19,released,GSM1008571,wgEncodeEH002549,6/28/2012
DNase-seq,ECC-1,,DMSO_0.02pct,Duke,Crawford,hg19,released,GSM1008597,wgEncodeEH002555,10/31/2012
DNase-seq,ECC-1,,Estradiol_10nM_30m,Duke,Crawford,hg19,released,,wgEncodeEH002564,11/3/2012
DNase-seq,FibroP,none,none,Duke,Crawford,hg18,released,,,10/9/2010
DNase-seq,FibroP,none,none,Duke,Crawford,hg19,released,GSM816626,wgEncodeEH000605,10/9/2010
DNase-seq,FibroP_AG08395,none,none,Duke,Crawford,hg19,released,GSM1008575,wgEncodeEH002567,11/7/2012
DNase-seq,FibroP_AG08396,none,none,Duke,Crawford,hg19,released,,wgEncodeEH002568,11/7/2012
DNase-seq,FibroP_AG20443,none,none,Duke,Crawford,hg19,released,,wgEncodeEH002569,11/7/2012
DNase-seq,Fibrobl,none,none,Duke,Crawford,hg18,released,,,9/20/2010
DNase-seq,Fibrobl,none,none,Duke,Crawford,hg19,released,GSM816652,wgEncodeEH000583,9/20/2010
DNase-seq,Fibrobl_GM03348,,lenti-MyoD,Duke,Crawford,hg19,released,GSM1008568,wgEncodeEH003473,4/2/2013
DNase-seq,Fibrobl_GM03348,,lenti-control,Duke,Crawford,hg19,released,GSM1008564,wgEncodeEH003477,4/2/2013
DNase-seq,Fibrobl_GM03348,none,none,Duke,Crawford,hg19,released,GSM1008563,wgEncodeEH003476,4/2/2013
DNase-seq,Frontal_cortex_OC,none,none,Duke,Crawford,hg19,released,GSM1008566,wgEncodeEH003471,3/27/2013
DNase-seq,GC_B_cell,none,none,Duke,Crawford,hg19,released,GSM1008579,wgEncodeEH003474,4/2/2013
DNase-seq,GM04503,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH002574,9/14/2012
DNase-seq,GM04504,none,none,UW,Stamatoyannopoulos,hg19,released,,wgEncodeEH002575,9/14/2012
DNase-seq,GM06990,none,none,UW,Stamatoyannopoulos,hg18,released,,,8/18/2009
DNase-seq,GM06990,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736635,wgEncodeEH000481,4/1/2010
DNase-seq,GM10248,none,none,Duke,Crawford,hg19,released,GSM1008589,wgEncodeEH003487,4/19/2013
DNase-seq,GM10266,none,none,Duke,Crawford,hg19,released,GSM1008590,wgEncodeEH003484,4/15/2013
DNase-seq,GM12864,none,none,UW,Stamatoyannopoulos,hg19,released,GSM736525,wgEncodeEH001182,10/6/2011
